coord_x;coord_y
1914161.96244;4224742.10507
1915551.28858;4222832.4454
1913760.74609;4223632.25539
1915024.09327;4225067.49047
1912471.819;4223747.27368
1915480.14229;4222685.91601
1914886.80448;4223884.74382
1914821.65914;4222271.31757
1915353.30871;4224671.22946
1914940.43806;4224398.77677
1912936.38743;4225004.53941
1914328.46073;4224007.68705
1914181.71648;4221773.45989
1914963.48173;4223312.11232
1914460.17925;4223968.3823
1912496.99578;4222617.62657
1913893.89352;4224649.48234
1912514.89163;4223536.80142
1915366.1029;4225726.97212
1913341.24922;4223503.74733
1913333.09672;4223470.57505
1912774.04782;4221991.56418
1913924.9906;4221681.99025
1916041.22038;4222649.00268
1914722.38732;4224228.62615
1913299.10624;4223446.68104
1913238.2476;4225047.12518
1915651.99897;4224251.13898
1913420.86304;4225307.77922
1913679.55523;4223230.89434
1914210.34558;4224277.17612
1915800.44528;4224591.38251
1915251.71305;4222854.7482
1915072.92265;4224668.97651
1912494.86422;4225960.4199
1914563.77669;4221803.58308
1914183.63215;4223080.72095
1915010.70966;4222923.04563
1914936.01404;4223682.71691
1913442.11847;4224305.19034
1913637.85687;4223239.71691
1914293.68217;4221780.04732
1915055.03628;4222365.50556
1915193.2412;4222832.819
1912546.72046;4223733.57755
1914226.8432;4222076.30548
1914900.10099;4225361.75025
1915002.51848;4221053.93671
1913851.59475;4222779.59825
1914195.91531;4222182.90831
1914149.98229;4222606.19217
1914839.12047;4222238.57555
1915122.04055;4225283.58893
1914027.64591;4222859.43003
1913114.76758;4225598.41964
1914501.87804;4221855.41848
1915193.82621;4225001.73639
1915135.29403;4221328.31921
1914127.76496;4222617.95076
1914962.07494;4221423.42193
1913071.96613;4225004.89567
1912794.82515;4221757.14107
1912396.92034;4222386.9441
1915280.61132;4221986.68108
1914397.77175;4221447.07784
1913129.905;4225538.66073
1915108.85059;4222837.97273
1915092.49927;4221059.48973
1913573.40977;4223085.31973
1914600.63718;4221916.55965
1912704.11416;4224921.55418
1912447.06395;4222473.75256
1914759.70115;4222041.73517
1913113.87475;4222956.97638
1914618.46478;4221494.3265
1914958.25343;4222623.62917
1914616.51473;4225351.59887
1915309.59428;4224799.74084
1914080.67728;4222027.0689
1915645.54036;4223004.17959
1914355.16518;4224193.77798
1915228.66508;4222792.8062
1912772.70523;4221801.86558
1914804.46473;4222352.87649
1912796.49684;4221907.78601
1913543.87853;4223048.13519
1914159.54538;4224739.79351
1915834.91148;4223109.63131
1912485.33242;4222537.60922
1912948.22926;4224812.16386
1914805.50609;4222861.85416
1912635.25998;4223131.36085
1915124.73254;4224837.12485
1912096.4654;4226311.93536
1915462.49313;4222752.12262
1913259.34146;4223070.31258
1915361.90419;4222933.21815
1915684.83456;4225145.95071
1915612.76756;4222519.92064
1915040.68228;4224752.96634
1913179.97212;4225194.32514
1914221.34748;4222066.53987
1912892.88944;4221430.86892
1913126.99002;4222807.35349
1913541.10117;4224102.02866
1914621.91556;4221338.93633
1913892.10476;4223683.01588
1913090.64174;4224662.53273
1913110.03716;4221976.51982
1914466.13616;4224044.71579
1914843.54395;4222269.71888
1912704.26684;4225716.39723
1914575.11348;4221796.95557
1913823.93013;4223237.98889
1915045.26635;4222208.04631
1914271.88703;4224165.74425
1912386.18952;4221751.00688
1915493.76139;4223089.47272
1913664.91272;4225244.89246
1914223.42564;4224772.8794
1913008.69632;4221509.7665
1914895.54287;4222645.71746
1912691.94047;4221914.03476
1915440.98783;4223148.9111
1915110.20902;4224670.27548
1914869.81741;4222278.6004
1914093.08674;4223738.87635
1913173.8487;4225605.19759
1913308.39314;4222397.7649
1913988.05573;4221784.94382
1914658.35632;4223762.62597
1914272.16555;4224077.87224
1914506.38655;4221859.59026
1915448.96885;4224476.68079
1913804.84602;4223507.69091
1914455.71818;4223092.7239
1915387.4413;4224583.74982
1913734.33247;4223640.63305
1915481.20777;4222609.69965
1915181.19833;4224050.41785
1914585.43941;4221289.67364
1915166.414;4224853.09072
1912456.91256;4222481.9195
1914886.09496;4222467.6472
1915718.96841;4224563.75564
1914476.17029;4221854.64715
1915631.03857;4224590.89096
1913251.62778;4225009.62519
1913556.93225;4223111.04575
1915287.18071;4222329.89759
1914300.82894;4224993.28079
1912648.09127;4223171.63979
1914834.94643;4222071.62625
1912401.4058;4221963.48811
1914275.72605;4224087.31439
1915355.95865;4225145.65706
1913797.78503;4225176.38443
1913664.03454;4222619.98943
1913133.19102;4225669.75612
1915541.88567;4224645.732
1914778.20555;4222368.65015
1912609.14551;4221807.32339
1914800.05733;4223841.17985
1914806.13516;4224880.18548
1912658.81357;4221901.53441
1913838.90346;4224755.46748
1913944.58562;4221355.72826
1914481.98029;4221761.60361
1912522.62469;4222058.01576
1916009.11552;4223560.04812
1914322.69345;4222190.75025
1915191.54405;4222681.57756
1914217.24016;4222257.47977
1913883.69421;4223275.46328
1913972.00277;4223261.76964
1912939.14323;4223050.50312
1913243.98466;4222499.12488
1913761.79739;4223291.10811
1914673.88728;4224200.25392
1912842.3076;4221902.41848
1914464.91239;4222226.49807
1913967.89781;4221356.53188
1914986.75916;4225164.18075
1914814.14943;4222239.34248
1912799.17279;4221900.77565
1914998.79698;4222793.05495
1912239.59668;4226217.54683
1915560.58826;4222541.77037
1914156.57858;4224967.00833
1914710.40168;4222323.9238
1915109.41743;4222793.02416
1913116.08069;4222005.19742
1912788.12705;4221781.21883
1912646.43904;4223288.66343
1915132.17717;4222808.63066
1914117.87212;4222840.1323
1912956.34274;4224847.99125
1914886.3522;4222460.49705
1913943.41988;4223294.26006
1912986.07581;4224789.76182
1914739.09869;4225229.45954
1913776.48324;4225224.8569
1914071.08365;4222834.62672
1915052.92309;4222167.94716
1914482.07183;4224046.27781
1913251.00234;4222568.89035
1912683.45496;4223169.88339
1914696.46572;4222633.44733
1914184.3893;4222278.82365
1913755.2938;4223601.52688
1912449.97611;4223646.24429
1913910.04697;4221873.22177
1914260.34495;4222503.50451
1914710.79804;4225393.88194
1915691.91482;4222905.18613
1914296.92171;4221862.39598
1915220.44236;4225012.74936
1912702.55441;4223094.52779
1914511.7378;4225163.87856
1913542.61658;4221523.55397
1914089.2431;4222117.38658
1913124.05428;4222814.7312
1913749.78316;4225188.98788
1914669.84016;4223832.52968
1914492.80937;4221590.54878
1913142.55133;4225818.62366
1912640.2781;4222649.85509
1914309.17814;4222122.76333
1913331.80508;4224697.31147
1914892.72727;4222424.81507
1913679.9663;4223495.75231
1915191.12114;4224889.72075
1914518.19417;4224046.14159
1914643.7874;4224075.36079
1915148.45914;4222174.32735
1916240.31327;4223284.24267
1913214.77054;4224376.39286
1914387.25756;4221439.03076
1914839.03466;4224711.68778
1914919.51199;4225204.2828
1913948.31542;4224592.41877
1914207.38456;4221860.90236
1912665.03435;4223046.01649
1914299.01431;4224136.71364
1914856.30549;4221512.01058
1915458.63693;4224673.64896
1914969.12062;4222649.31299
1913018.78849;4222226.9768
1914907.38335;4222253.40078
1914874.21668;4222265.26879
1915706.68639;4224598.02978
1915311.1484;4221735.04345
1915086.21066;4222025.77251
1914218.55819;4223110.05193
1915000.2801;4222524.66757
1915278.24427;4225004.20095
1915662.08464;4223177.94683
1914672.92645;4222137.43729
1915080.85637;4224992.97846
1913952.04598;4221692.1377
1912604.85055;4222040.6101
1914135.17004;4223095.58465
1912714.94447;4221939.501
1915823.42076;4223112.66279
1913439.20879;4224896.39669
1914082.08563;4222014.63367
1915003.24421;4222956.85327
1913215.23691;4225759.50303
1914670.66808;4221305.33443
1912627.58804;4221493.36889
1912405.64313;4222147.06091
1915285.66524;4224820.79982
1914925.10058;4223290.01331
1914458.26756;4221845.20678
1914245.14737;4222624.37837
1915216.00818;4225828.79334
1913915.32864;4223286.83313
1916118.85921;4223235.10857
1914609.08087;4224342.81897
1913404.04425;4223305.38065
1914822.44125;4223956.39845
1915295.88459;4222142.09379
1914472.23461;4224101.16547
1912634.44833;4221821.4115
1913404.44167;4223428.50133
1914906.36504;4225352.90779
1914639.89911;4223994.21731
1912892.23761;4222709.8651
1913467.3957;4224750.5796
1913115.44537;4225590.28611
1912646.65761;4221940.76952
1914713.47174;4222519.02917
1915010.98468;4225790.04882
1913252.86112;4224248.59209
1915760.33314;4222814.79402
1915270.1095;4223232.64356
1913032.17384;4222114.51518
1912532.44199;4223733.53497
1912706.01887;4222719.09495
1913616.02238;4223121.69439
1912972.27108;4225100.07831
1915597.38419;4225208.78641
1912468.83713;4222442.2419
1914322.05241;4222199.78207
1914298.77812;4223336.25649
1914646.20998;4223540.15052
1912518.42713;4222040.32129
1915276.10776;4223210.68594
1912951.44301;4224913.38785
1914195.98408;4224108.2915
1915048.42763;4224743.30025
1913563.96673;4225195.08638
1913750.73997;4224735.76067
1912464.51335;4221973.51223
1912702.93649;4221856.41966
1914230.94675;4222061.14729
1914457.0222;4221864.29906
1914574.74855;4225231.85366
1912577.56102;4223699.60943
1913036.42331;4223033.8427
1914955.88129;4223285.44146
1914179.34956;4221789.79591
1913987.48666;4221681.1604
1914376.51463;4224182.0058
1912806.37334;4225660.26139
1915714.10295;4224564.58037
1915547.53078;4225047.80421
1916161.56169;4223252.36155
1912619.2662;4225834.95541
1912612.51718;4221767.71236
1915172.81424;4225750.29827
1914964.43773;4222679.45885
1915623.21063;4222612.35194
1912434.69386;4222421.22591
1915659.58847;4222691.87575
1914746.40985;4222424.43146
1914726.76477;4225904.97255
1912466.4191;4222520.2473
1913680.59965;4222529.16495
1915312.80634;4225330.97034
1914460.6036;4221641.27841
1913195.40194;4225093.36297
1915262.03925;4225209.25678
1913754.42475;4223598.84571
1915014.25326;4222883.09061
1913392.08702;4224540.44823
1912478.45533;4222375.5212
1912919.89822;4225138.26872
1915056.72343;4224957.70303
1913555.71247;4223097.28634
1914347.22406;4224659.74984
1915319.47777;4221570.99685
1912460.94239;4223534.51752
1912594.61459;4221708.70248
1914856.81001;4222599.3909
1915052.92242;4222127.93155
1914917.15547;4225461.37725
1912497.04805;4222561.42143
1913998.84605;4222716.26107
1913763.309;4223576.41746
1914949.80508;4223625.06778
1915474.51409;4224648.83423
1914475.63728;4224209.35748
1915745.00562;4222765.47868
1915298.2371;4225357.85302
1913191.87021;4222276.22852
1912094.38342;4226385.609
1913211.27793;4222513.64419
1914921.16628;4221432.3834
1914011.39357;4224439.48421
1913770.63173;4221424.20998
1915483.62382;4222936.027
1913081.09788;4223040.49616
1914871.98655;4220794.47163
1914786.12319;4222372.46021
1915439.71617;4224580.04198
1913737.99051;4223067.64328
1914812.98425;4222311.02463
1913710.70334;4223224.52083
1913686.39674;4223509.22243
1912591.20697;4222233.23649
1912526.44121;4222475.60385
1915052.55636;4222697.52148
1914910.84394;4221433.91403
1914498.95567;4221446.58915
1912595.80041;4223770.31415
1912706.30497;4222726.54091
1914886.69809;4222802.36455
1914260.53151;4221469.42029
1914222.8021;4221913.91264
1915038.29283;4221716.5154
1912558.89271;4222076.70086
1914328.60323;4221983.62909
1914639.27361;4221337.49599
1915180.97972;4225765.81507
1914213.23809;4224483.79528
1915279.00034;4224613.67134
1915333.60753;4221721.98606
1915910.10046;4223822.3016
1913719.28629;4223213.08758
1915632.2607;4224455.49481
1913735.34699;4223566.22688
1914861.10532;4220593.45876
1914904.63519;4222776.64685
1912524.96894;4222558.41772
1915358.17097;4222098.18745
1913554.36865;4222958.1221
1915245.85534;4224036.91275
1914331.64279;4222553.6369
1914662.221;4221714.09372
1913831.57574;4224769.60993
1913624.84549;4221730.65705
1915270.74137;4225051.58694
1915731.91552;4222808.77625
1913519.52212;4224775.89067
1912989.32776;4225545.44744
1912001.7354;4226473.52526
1914676.54393;4222078.11209
1914962.41822;4223917.61809
1915180.39935;4222538.35719
1913675.15446;4223109.67107
1915475.62352;4222984.38356
1912819.6449;4221426.41137
1914544.35395;4221550.75256
1912469.16754;4221688.28846
1915423.43627;4222988.4025
1914819.80808;4220832.69383
1915463.54957;4224697.64627
1915168.76248;4222813.94509
1915546.39991;4224991.85233
1913966.96945;4221747.57745
1913043.37854;4221989.21501
1914371.97001;4224098.81951
1915459.09845;4224685.30615
1915137.02194;4221851.23863
1914147.22816;4222820.14281
1913329.71239;4224528.13586
1915105.59199;4224677.58987
1913862.28944;4223192.38758
1915238.38352;4225086.53164
1914505.95303;4221620.25674
1914081.16864;4221853.24722
1913783.29927;4225179.75195
1914169.59903;4224902.90293
1913729.62551;4224639.15669
1915422.29032;4224607.84087
1912815.47601;4225589.78169
1912437.31529;4222687.07479
1912620.06584;4221782.28397
1913379.08268;4225392.11445
1915102.24235;4221060.05643
1915435.90608;4222179.35031
1913243.33829;4223058.3393
1915241.67618;4223145.74001
1914647.42899;4221494.02878
1915488.66432;4224557.62272
1914747.88307;4222418.16545
1914787.36345;4225437.38672
1913203.82862;4224638.35077
1915202.89433;4222892.21758
1914607.4579;4222342.06618
1913830.84369;4222444.53198
1914224.10303;4222015.48449
1914440.98547;4223603.68175
1915014.77871;4221482.68847
1914506.44838;4221612.72783
1915199.74651;4224991.23312
1913542.25417;4223975.05401
1913738.05393;4223303.54725
1913677.68113;4223471.08229
1915144.86511;4223162.6847
1914765.57632;4225459.83342
1914458.72509;4221937.89222
1913370.98026;4225426.23035
1913456.70695;4225040.12114
1915040.46217;4222531.07083
1913926.39959;4223171.94382
1914835.26484;4224066.2205
1912816.75083;4221918.35749
1915105.21333;4225710.37006
1913540.53277;4223734.45171
1915246.20247;4223101.40096
1912644.03045;4221873.17574
1915313.7333;4221526.77658
1914373.77376;4224094.0265
1914250.59143;4223805.93352
1915352.55907;4222606.54968
1913677.41156;4225122.97881
1915244.85297;4223145.36618
1914745.50577;4222460.42029
1914963.30419;4222554.19919
1912623.0523;4223120.5589
1914337.48502;4221921.77952
1914794.22158;4224288.21936
1915685.5636;4222777.25808
1914190.20482;4222293.97102
1913388.35326;4225494.7726
1913164.75338;4222281.91785
1915650.66169;4224551.79243
1912941.49309;4223021.26773
1912689.01316;4222682.06089
1914465.45929;4224049.64431
1914997.56469;4224778.34947
1913299.65434;4223607.90061
1914867.44463;4222274.19872
1913139.55114;4222838.56752
1913262.12067;4222586.94172
1915514.6331;4222364.89911
1913208.63509;4223023.38921
1915173.29725;4224626.05333
1913811.9926;4223462.79426
1912663.4137;4222087.95863
1914980.70034;4221424.85888
1914831.09435;4220495.44274
1914934.38475;4222598.7107
1914297.5037;4224520.32479
1915747.96956;4222759.39708
1914166.0818;4223774.41819
1914098.35987;4222637.30025
1914482.61533;4221751.63992
1912895.7411;4222719.16471
1915028.90922;4225062.89329
1915439.44065;4222200.64841
1913729.94328;4223062.55436
1912582.40623;4221401.57775
1913229.55093;4222737.61793
1912818.94082;4221742.2023
1914335.88616;4222008.65304
1915046.16599;4222369.84375
1912662.7226;4223915.24178
1914222.78671;4221910.8001
1912624.09904;4223908.90441
1915381.29547;4224756.08964
1913638.6286;4221575.53727
1915159.66168;4222016.34144
1913157.97393;4222074.01376
1915682.63793;4224493.27689
1915134.00814;4224659.15679
1915646.1695;4222527.61332
1915015.11635;4224478.45241
1913396.24576;4225307.70535
1913131.97352;4223593.48436
1914879.51858;4222163.14116
1915651.80062;4224611.19767
1913535.29708;4223298.38148
1913770.13376;4223286.77591
1912640.46396;4221710.56836
1914192.7316;4222274.30958
1914450.48306;4222801.45205
1916210.36912;4222832.16186
1914935.29388;4224460.41233
1913564.24276;4223073.70397
1913955.51838;4224504.33782
1912786.95831;4221774.71833
1914360.29981;4222066.21394
1914168.3517;4221811.18627
1914194.4213;4221333.942
1913534.2552;4223937.36516
1915049.73307;4224814.98311
1915066.42485;4225180.03371
1914190.39725;4221901.29167
1912035.42559;4226405.29316
1915655.12975;4224234.65834
1913144.18592;4221607.51949
1914488.98171;4221650.67203
1915763.10656;4224587.19126
1914342.99586;4224237.47141
1913217.1146;4225563.62618
1915674.94366;4222403.29723
1914838.39791;4222367.32345
1914121.02669;4222634.58147
1915522.47355;4223266.35011
1913925.06962;4224949.10002
1915349.40349;4223129.22407
1913236.2575;4222636.3065
1916234.64107;4223282.12645
1913771.67473;4221485.68148
1914842.92944;4223941.07319
1914653.26528;4221451.04955
1915571.3464;4223264.49703
1914827.83373;4224693.93403
1915214.14535;4222935.14148
1913012.64257;4221395.87091
1914424.09084;4221420.14175
1914279.10314;4223862.13175
1914266.3703;4224466.77504
1915404.13608;4223306.87091
1914658.68595;4222108.56724
1914227.15017;4222553.58526
1913017.16573;4222372.20195
1913363.88956;4225441.97281
1914396.34488;4222195.355
1914954.72816;4222519.65553
1915507.38038;4223262.60996
1914202.63301;4224752.20813
1914864.15561;4225402.78227
1914633.35821;4221509.66287
1915314.48028;4225415.54722
1912692.42455;4223099.69441
1912963.07839;4225010.59095
1914910.12035;4221751.34509
1915421.30313;4223056.135
1913438.26438;4223318.62424
1915808.79502;4224591.25255
1914510.00767;4223972.96413
1913482.09669;4222933.36079
1913966.13554;4221616.80694
1913449.27765;4225658.71502
1915467.24127;4223052.36651
1915452.70525;4222752.7791
1914477.55051;4222074.77177
1914745.6978;4221885.36652
1915516.66529;4222484.73577
1914319.04697;4222562.36464
1913477.5857;4225212.17493
1915133.9676;4222408.11857
1912933.68474;4225255.91702
1912781.41801;4221757.30191
1912496.98474;4222577.46812
1914909.0864;4221245.91104
1915016.70503;4223276.32529
1912908.50392;4224657.04551
1914266.73824;4222535.26961
1913650.77223;4222487.77385
1912618.72031;4221796.15258
1913004.12783;4225213.38238
1912514.25022;4222022.84663
1915229.60468;4222573.29548
1913778.68783;4225211.80386
1912974.57431;4225112.51752
1914524.36346;4221615.8248
1914744.25574;4221666.98972
1913186.65116;4224572.30789
1914787.17054;4222208.57937
1915616.4788;4222401.67679
1914644.79102;4223564.35045
1913902.62644;4221373.91082
1913816.72805;4221569.46659
1914795.35338;4225221.64661
1915748.00795;4224592.26425
1914817.51848;4225417.19083
1914106.67762;4224238.92794
1913244.93645;4225059.72639
1914498.49944;4221739.93977
1915168.16465;4221335.59135
1914368.3892;4221926.83661
1914843.14698;4222339.3152
1912947.32333;4225082.64799
1915396.06823;4222605.56878
1914129.0807;4222999.78018
1914892.2692;4222191.38121
1913056.05516;4222802.14323
1915281.06149;4222888.35458
1914735.59696;4223376.26809
1914933.09157;4222562.33445
1912942.80832;4225031.36797
1913648.69905;4223010.0712
1913774.98559;4221352.17144
1914288.57344;4224526.78718
1912526.50302;4222482.37367
1913885.47993;4222756.64501
1915599.08559;4222723.09098
1912998.31095;4224218.81505
1913134.02302;4222812.79098
1914565.68091;4223361.48252
1912548.45725;4223580.006
1912615.96868;4223908.7156
1914894.81854;4222460.15245
1913710.40141;4223164.39987
1915076.02989;4225645.50707
1912722.49985;4223611.51921
1914853.33507;4225370.73428
1912841.47515;4221900.63832
1914071.09217;4224308.09652
1915989.43175;4223645.2134
1915112.84587;4222377.99165
1913265.96438;4225003.42886
1912379.97939;4222054.02035
1913436.81665;4224422.23
1914115.20237;4222092.17616
1915322.40796;4225380.17473
1913503.06273;4225016.16936
1915449.25445;4223170.58812
1912032.11335;4226442.15363
1913702.24513;4221563.87912
1914672.0779;4223107.84576
1915004.09463;4220651.5477
1912553.83342;4225868.15879
1912934.09235;4222387.39013
1912779.61637;4225672.92294
1912940.18928;4221277.23075
1914631.2758;4221510.63842
1914908.84925;4222665.55424
1915541.46343;4223269.0531
1913783.31315;4224862.60098
1914066.0538;4224334.96631
1915445.81922;4222239.97401
1915189.7285;4222881.77895
1915015.96114;4222888.93912
1915470.82963;4222982.27495
1915040.68192;4224773.94591
1915804.81317;4223615.48403
1912975.11462;4221415.61206
1915627.32102;4224562.60958
1915767.34014;4223513.26717
1912991.04724;4221387.0973
1915357.14466;4221653.70329
1912780.5346;4221775.31659
1912699.42214;4223107.47089
1914900.89465;4222183.06728
1912762.43593;4221787.63272
1912661.44989;4223202.26584
1914020.62321;4221770.29839
1912703.8531;4221209.00795
1914933.68896;4221293.7584
1914875.37513;4221813.41488
1914503.43649;4221376.91598
1915648.52896;4225183.30307
1913848.67143;4223488.57301
1915697.15995;4225101.57441
1914205.83601;4224755.32369
1913836.92855;4221491.51214
1914073.34191;4223732.17357
1914932.03426;4222787.16241
1915548.89962;4222457.89647
1913157.82915;4223029.72062
1915224.49834;4222534.03621
1915281.01462;4225261.96819
1913114.46393;4222033.79544
1914861.00678;4225045.88959
1912392.89155;4224609.13445
1915355.55841;4223098.1091
1915429.47775;4224656.74964
1915418.12244;4224658.44407
1914377.8755;4224183.4754
1912684.50676;4223037.88992
1912808.82988;4221807.20025
1914839.27824;4222227.63557
1914561.6979;4225020.08977
1913195.20349;4222261.61241
1915026.44806;4225223.81839
1913766.08215;4223090.94942
1914053.68964;4222111.1486
1913281.24151;4222859.15762
1915216.69125;4225509.84628
1915152.43966;4221332.00994
1915043.68473;4224744.1618
1913861.91842;4223845.41335
1912948.70628;4224842.61022
1914436.76467;4221338.16943
1913435.36483;4224323.21005
1914432.43209;4223840.81346
1915008.79747;4222927.4697
1912518.44066;4222185.71716
1912918.67713;4224600.12979
1914654.12149;4221544.23704
1913219.41836;4224771.58801
1915326.76941;4224711.73456
1914397.17166;4224090.16104
1915561.33821;4222571.0605
1912957.1353;4222808.25695
1914110.6806;4224293.94151
1914362.10163;4221829.53051
1912829.7394;4224988.6914
1914554.81661;4221600.11056
1915353.27963;4225372.78784
1914140.67871;4223003.70254
1914216.3707;4222255.94048
1913202.91577;4225171.80924
1914435.6809;4221413.67621
1913474.46377;4225618.74637
1913764.22249;4223184.21192
1915654.15941;4223526.23463
1914302.93561;4222112.37044
1914523.15853;4221863.56892
1915349.34955;4221561.46513
1913815.65905;4223424.20606
1913834.51394;4222474.61384
1914244.49508;4224368.70683
1913763.41905;4222874.86366
1915669.14938;4225223.87506
1914151.28383;4221457.30304
1915343.76123;4223055.20455
1914819.21393;4220841.44736
1915318.72948;4225744.29139
1914221.91416;4221924.1502
1914312.04008;4223413.59073
1915224.38588;4224076.55146
1914944.95849;4225249.04891
1915277.72466;4223997.3016
1913750.27806;4221396.786
1912397.71295;4221726.39188
1915213.92231;4221896.589
1913753.40147;4225221.15289
1912781.01427;4221788.71151
1912700.69086;4223105.99152
1914061.82506;4221333.74805
1914454.38194;4222007.78723
1912558.49186;4222625.58205
1915579.57678;4223458.23338
1914652.49526;4221567.19978
1914612.87172;4221574.06392
1913688.26641;4221592.42014
1912491.82456;4222534.41174
1912820.27258;4221731.9534
1915314.57321;4224797.02374
1915281.05013;4222577.67633
1914674.42014;4224606.11596
1914700.94774;4223426.08193
1915317.06615;4221901.93068
1915520.65283;4224319.12622
1915292.46473;4225372.89862
1915544.89257;4224565.69224
1912949.57947;4224860.4994
1913050.55961;4225692.93516
1912523.85074;4222197.63196
1913292.60772;4222913.92208
1913943.10861;4223255.10882
1913621.61023;4223205.30296
1912847.90181;4221923.25663
1914301.35812;4223943.0082
1913186.14666;4222213.82046
1915239.53119;4225116.41208
1914110.70726;4221324.45949
1914210.81286;4222235.11556
1912663.6996;4221902.62992
1913206.24568;4223622.26564
1913694.45918;4224754.37898
1912936.89993;4225375.48876
1912639.48622;4221754.73089
1914285.83591;4224322.9693
1912680.30087;4221886.86039
1914218.08678;4222114.10095
1913239.07646;4224125.17204
1914072.25713;4221759.77342
1914597.93355;4222009.54639
1914226.76855;4221979.09569
1913885.07619;4223402.42531
1915290.07386;4225046.54333
1912915.8184;4223572.21556
1912976.87963;4225125.23469
1912548.90822;4223658.50997
1915072.82237;4224667.96915
1913234.58499;4223011.84534
1914587.42688;4224170.8857
1912591.54244;4222282.63451
1915214.87152;4222602.57498
1914425.14908;4221345.97019
1914228.217;4221311.17035
1915327.4588;4224663.56138
1914405.16104;4224042.31646
1914685.53191;4221658.18314
1912979.58463;4225252.01842
1914647.24115;4224022.02793
1914578.84479;4222216.73359
1912529.95215;4222092.76781
1915630.77807;4225405.05847
1912936.17903;4222989.65425
1914730.36016;4222862.55406
1913486.07442;4225626.48814
1915091.52663;4222528.79125
1913696.56149;4221619.83478
1914700.15544;4221696.92744
1913002.90118;4223026.98748
1914343.99574;4222545.05498
1915828.2409;4223114.33098
1915251.82019;4222838.72805
1912967.91993;4223003.24035
1913703.41406;4221473.97008
1913732.66717;4223323.7974
1914159.60694;4221793.11299
1912457.00318;4222466.10425
1914013.5213;4221625.00073
1914913.60278;4224382.43536
1914823.95268;4222711.24229
1914973.25703;4222812.59476
1913684.90308;4223051.12434
1913057.90049;4222219.03365
1914367.78456;4224002.22204
1913188.66464;4225209.311
1914520.95158;4223216.74964
1915077.2604;4221438.95052
1914894.67798;4221878.52833
1914011.68713;4222439.31048
1915281.2448;4225354.05705
1915153.07432;4224662.30912
1914074.56076;4224467.40132
1914536.89569;4221619.65417
1914429.5448;4224072.50969
1915866.14181;4224523.99314
