ADR_SECTEUR;ANNEEDEPLANTATION;ANNEEREALISATIONDIAGNOSTIC;ANNEETRAVAUXPRECONISESDIAG;CODE;CODE_PARENT;CODE_PARENT_DESC;DIAMETREARBREAUNMETRE;ESPECE;FREQUENTATIONCIBLE;GENRE_BOTA;IDENTIFIANTPLU;INTITULEPROTECTIONPLU;NOTEDIAGNOSTIC;PRIORITEDERENOUVELLEMENT;RAISONDEPLANTATION;REMARQUES;SOUS_CATEGORIE;SOUS_CATEGORIE_DESC;STADEDEDEVELOPPEMENT;STADEDEVELOPPEMENTDIAG;TRAITEMENTCHENILLES;TRAVAUXPRECONISESDIAG;TROTTOIR;TYPEIMPLANTATIONPLU;VARIETE;VIGUEUR
3;2004;2013;N/A;ESP14866;ESP124;Stade Bachelard;40 à 50 cm;platanoides;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
6;2015;2015;2020;ESP33722;ESP467;Av Europe ang Cure Bourse;10 à 20 cm;laevigata;passages fréquents ou arrêts;Crataegus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;Nouveau;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Controle;non;N/A;N/A;vigoureux
4;2004;2014;2014;ESP21417;ESP509;Ec prim Bajatière 06 Ch Eglise;60 à 70 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
1;2004;2015;2020;ESP10899;ESP1275;Pl St Bruno Voirie;50 à 60 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille cohabitation;oui;N/A;N/A;vigoureux
2;2004;2013;2014;ESP10023;ESP1195;Bd Gambetta Dubedout Berriat;60 à 70 cm;tomentosa;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigueur intermédiaire
2;2004;2014;2017;ESP25052;ESP588;Pc 3 H St Ferjus t Belledonne;20 à 30 cm;betulus;passages fréquents et arrêts fréquents;Carpinus;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Contrainte de bâti.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre jeune;N/A;Taille cohabitation;non;N/A;N/A;vigoureux
4;2004;2013;N/A;ESP15452;ESP671;R Jacquard Mangin à Kenedy;20 à 30 cm;japonica;passages fréquents et arrêts fréquents;Sophora;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
5;2004;2015;2017;ESP25253;ESP914;Sq Marcellin Berthelot;20 à 30 cm;betulus;passages fréquents ou arrêts;Carpinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille cohabitation;non;N/A;N/A;vigueur intermédiaire
5;2004;2014;2019;ESP20611;ESP703;Cité Léon Jouhaux;10 à 20 cm;tomentosa;passages fréquents et arrêts fréquents;Paulownia;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigueur intermédiaire
3;2005;2015;2020;ESP26787;ESP31;R Roger Ronserail;0 à 10 cm;floribunda;passages fréquents et arrêts fréquents;Malus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Jeune arbre;ESP151;Arbre de voirie;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
2;2004;2015;N/A;ESP18805;ESP1301;Jard Dauphins 1ère terrasse ;30 à 40 cm;lawsoniana;passages fréquents ou arrêts;Chamaecyparis;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
6;2009;2015;2017;ESP8106;ESP455;All Romantiques LBruyère Vigny;0 à 10 cm;utilis;passages fréquents et arrêts fréquents;Betula;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
3;2009;2013;N/A;ESP15380;ESP872;Pc Ch Elysés Ouest;10 à 20 cm;serrata;passages fréquents et arrêts fréquents;Zelkova;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre jeune;N/A;N/A;non;N/A;N/A;vigoureux
2;2004;2015;2017;ESP30935;ESP495;Cimetière St Roch;60 à 70 cm;lawsoniana;passages fréquents et arrêts fréquents;Chamaecyparis;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;Cépée de plusieurs pieds;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
4;2004;2014;N/A;ESP28405;ESP62;Ave du Grand Serre pair;20 à 30 cm;grandiflora;passages fréquents et arrêts fréquents;Magnolia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
6;2004;2014;2015;ESP16728;ESP249;Ec des Trembles;20 à 30 cm;N/A;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
6;2004;2015;2018;ESP2432;ESP1413;Pl Lionel Terray;30 à 40 cm;atlantica;passages fréquents et arrêts fréquents;Cedrus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;Haute;Taille cohabitation;oui;N/A;N/A;vigoureux
6;2004;2015;2017;ESP27835;ESP63;R Arlequin ang voie tram;30 à 40 cm;nigra;passages fréquents et arrêts fréquents;Pinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;Haute;Taille formation et mise au gabarit;non;N/A;Austriaca;vigoureux
4;2004;2015;N/A;ESP21920;ESP735;Sq Bajatière Chem de l'église;20 à 30 cm;sylvestris;passages fréquents ou arrêts;Pinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Erreur espèce;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;Haute;N/A;non;N/A;Austriaca;vigoureux
2;2004;2014;2016;ESP28287;ESP1034;Parc 2 R Hermin M Leclerq;70 à 80 cm;arizonica;passages fréquents et arrêts fréquents;Cupressus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Branche arrachée, Proximité câble, Respecter la forme de l'arbre lors de la TC;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;Glauca;vigoureux
5;2004;2013;2015;ESP10623;ESP1171;Centre œcuménique St Marc;10 à 20 cm;calleryana;passages fréquents et arrêts fréquents;Pyrus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;Reformation;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;Chanticleer;vigoureux
6;2004;2015;N/A;ESP27518;ESP472;R C Kogan n 31alignement;30 à 40 cm;campestris;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre à abattre dans les 10 ans;de 6 à 10 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigueur intermédiaire
2;2007;2014;N/A;ESP18249;ESP977;Cité de l'Alma;0 à 10 cm;siliquastrum;passages fréquents et arrêts fréquents;Cercis;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre jeune;N/A;N/A;non;N/A;N/A;vigoureux
6;2004;2013;2014;ESP1675;ESP1110;Av Reynoard sép VO a Musset;20 à 30 cm;triacanthos;passages fréquents et arrêts fréquents;Gleditsia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;oui;N/A;N/A;vigoureux
5;2004;2014;2014;ESP25393;ESP1274;Pl Ch Dullin impair ;10 à 20 cm;indica;passages fréquents et arrêts fréquents;Lagerstroemia;N/A;N/A;Arbre à abattre dans les 5 ans;de 11 à 20 ans;N/A;Cépée 4 brins.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre jeune;N/A;Taille de bois mort;non;N/A;N/A;vieillissement dépérissement
3;2004;2013;N/A;ESP25955;ESP898;Pc Ch Elysés pel petit train;20 à 30 cm;verrucosa;passages fréquents et arrêts fréquents;Betula;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
6;2010;2015;2017;ESP17348;ESP455;All Romantiques LBruyère Vigny;10 à 20 cm;utilis;passages fréquents et arrêts fréquents;Betula;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
6;2004;2015;N/A;ESP10418;ESP1386;Prc La Bruyère dalle Res;10 à 20 cm;jullibrissin;passages fréquents ou arrêts;Albizia;N/A;N/A;Arbre à abattre dans les 10 ans;de 6 à 10 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigueur intermédiaire
2;2014;2014;2020;ESP32925;ESP32840;Crs Jaurès impair de PHD/ Lorr;10 à 20 cm;subhirtella;passages fréquents ou arrêts;Prunus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Controle;oui;N/A;N/A;vigoureux
5;2004;2015;2017;ESP28881;ESP1058;Prc Echangeurs amphi Nord;0 à 10 cm;N/A;passages fréquents ou arrêts;Salix;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
2;2004;2015;2019;ESP16450;ESP346;Bd Esplan Autoroute A 48 ;20 à 30 cm;nigra;passages fréquents et arrêts fréquents;Pinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Lierre;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;Basse;Taille formation et mise au gabarit;oui;N/A;Austriaca;vigueur intermédiaire
5;2004;2015;2018;ESP6514;ESP88;R Argouges  Jouhaux à C Rivail;30 à 40 cm;pseudoplatanus;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigueur intermédiaire
2;2004;2014;2016;ESP11510;ESP340;Jard de Ville;60 à 70 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;39;L 123-1.7;Arbre d'avenir incertain;de 11 à 20 ans;N/A;2 fructification d'inonotus à 2 endroits différents sur charpentière à mi-houppier;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre vieillissant;N/A;Taille de bois mort;non;Groupé;N/A;vigueur intermédiaire
6;2004;2015;N/A;ESP22167;ESP215;Ave La Bruyère pair;20 à 30 cm;calleryana;passages fréquents et arrêts fréquents;Pyrus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Lierre;ESP151;Arbre de voirie;Arbre adulte;Arbre jeune;N/A;N/A;oui;N/A;Chanticleer;vigoureux
6;2004;2013;2016;ESP15958;ESP748;R Esmonin Blum au rond point;20 à 30 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
5;2004;2013;2016;ESP28932;ESP206;Sq H Mauchant face 16 Voirie;30 à 40 cm;platanoides;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille d'éclaircie;non;N/A;N/A;vigoureux
5;2004;2015;2017;ESP26580;ESP703;Cité Léon Jouhaux;30 à 40 cm;tomentosa;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Dominé;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
4;2004;2015;2017;ESP6340;ESP632;Pc Alliance R Stalingrad;20 à 30 cm;sylvestris;passages fréquents ou arrêts;Pinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Bosquet de pins trop dense : à éclaircir;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;Haute;Taille cohabitation;non;N/A;N/A;vigueur intermédiaire
6;2004;2015;2015;ESP17003;ESP1166;Chem du tram;40 à 50 cm;robusta;passages fréquents ou arrêts;Populus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
5;2004;2014;2014;ESP27815;ESP720;Prc Echangeurs Valmy Gallieni;90 à 100 cm;N/A;passages fréquents et arrêts fréquents;Populus;N/A;N/A;Arbre à abattre dans les 5 ans;de 1 à 5 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de prolongement;non;N/A;N/A;vigueur intermédiaire
6;2004;2015;2019;ESP5767;ESP548;R Gervasoti mail des tilleuls;30 à 40 cm;tomentosa;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
6;2004;2015;2017;ESP26080;ESP248;All Deux Mondes aire de jeux;10 à 20 cm;oxycarpa;passages fréquents et arrêts fréquents;Fraxinus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;Etêté;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;oui;N/A;Flame;vigoureux
6;2004;2015;2016;ESP27905;ESP537;Crique sud park;40 à 50 cm;nigra;passages fréquents et arrêts fréquents;Populus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;Réduit;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigueur intermédiaire
2;2004;2014;2014;ESP8874;ESP170;Jard Hoche accés R de Narvick;20 à 30 cm;nigra;passages fréquents et arrêts fréquents;Populus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre vieillissant;N/A;Taille de bois mort;non;N/A;Italica;vigueur intermédiaire
4;2004;2015;2018;ESP12370;ESP398;Cite George Sand;60 à 70 cm;acerifolia;passages fréquents ou arrêts;Platanus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigueur intermédiaire
2;2004;2015;2016;ESP9325;ESP344;Esplan ceinture Sud-Ouest;70 à 80 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;70;L 123-1.7;Arbre à abattre dans les 5 ans;de 11 à 20 ans;N/A;Têtes de chat - cavités et pourritures dans le houppier - Réduction tous les 2-3 ans;ESP151;Arbre de voirie;Arbre adulte;Arbre vieillissant;N/A;Taille formation et mise au gabarit;oui;Alignement;N/A;vigueur intermédiaire
3;2004;2014;2014;ESP14474;ESP599;R Vaujany Dagalier au terminus;10 à 20 cm;campestris;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
5;2004;2015;2018;ESP17403;ESP1175;R Manteyer n 37 à 41;10 à 20 cm;serrulata;passages fréquents et arrêts fréquents;Prunus;N/A;N/A;Arbre d'avenir incertain;de 6 à 10 ans;N/A;N/A;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigueur intermédiaire
3;2004;2015;2018;ESP11166;ESP873;Bd J Vallier voie tram impair;10 à 20 cm;tulipifera;passages fréquents et arrêts fréquents;Liriodendron;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;0;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
4;2004;2014;2014;ESP14307;ESP1017;Av Berthelot lycée Guynemer;10 à 20 cm;platanoides;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
2;2004;2014;2014;ESP30621;ESP352;R Bécaria;0 à 10 cm;sylvatica;passages fréquents et arrêts fréquents;Fagus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;var. Fastigiata - tuteur;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Controle tuteur, attache ou protection;oui;N/A;Fastigiata;vigoureux
4;2004;2013;N/A;ESP30566;ESP416;R Léo Lagrange voie ferrée;N/A;robusta;passages fréquents et arrêts fréquents;Populus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Un peu de lierre;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
2;2004;2014;N/A;ESP8802;ESP44;Pl J Achard;20 à 30 cm;biloba;passages fréquents et arrêts fréquents;Ginkgo;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Pied femelle;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
5;2004;2015;2017;ESP11834;ESP720;Prc Echangeurs Valmy Gallieni;10 à 20 cm;cordata;passages fréquents ou arrêts;Alnus;N/A;N/A;Arbre à abattre dans les 10 ans;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
1;2004;2014;2019;ESP28061;ESP954;Parc Vallier partie centrale;50 à 60 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
4;2004;2015;2017;ESP11025;ESP989;Parc du Clos d'Or Stalingrad;30 à 40 cm;verrucosa;passages fréquents ou arrêts;Betula;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille cohabitation;non;N/A;N/A;vigoureux
1;2004;2013;2018;ESP23511;ESP1288;R DrGreffier;20 à 30 cm;negundo;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigueur intermédiaire
4;2004;2014;2014;ESP8286;ESP1085;Av Berthelot IUFM à voie E-O;20 à 30 cm;platanoides;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
4;2004;2015;N/A;ESP24686;ESP1238;Av J O nord 140 RIA Chapitre;20 à 30 cm;serrulata;passages fréquents et arrêts fréquents;Prunus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
4;2004;2013;N/A;ESP14308;ESP637;Cargo park Est;10 à 20 cm;serrulata;passages fréquents et arrêts fréquents;Prunus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
1;2004;2015;2016;ESP24898;ESP325;Pl St Bruno;20 à 30 cm;negundo;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;oui;N/A;N/A;vigueur intermédiaire
6;2004;2014;2014;ESP16578;ESP1125;Alpexpo park;20 à 30 cm;nigra;passages fréquents et arrêts fréquents;Pinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;var. 'Austriaca';ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;Austriaca;vigoureux
5;2004;2015;2017;ESP26577;ESP703;Cité Léon Jouhaux;0 à 10 cm;betulus;passages fréquents et arrêts fréquents;Carpinus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille cohabitation;non;N/A;N/A;vigueur intermédiaire
2;2004;2015;2019;ESP10050;ESP346;Bd Esplan Autoroute A 48 ;20 à 30 cm;nigra;passages fréquents et arrêts fréquents;Pinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Lierre;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;Basse;Taille formation et mise au gabarit;oui;N/A;Austriaca;vigueur intermédiaire
4;2007;2013;2014;ESP26218;ESP665;Av A Belgique Durand Rivet;40 à 50 cm;tomentosa;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre adulte;N/A;Taille rideau;non;N/A;N/A;vigoureux
