coord_x;coord_y
1914732.87038;4222278.05093
1915518.22502;4223277.12283
1914300.91228;4223938.2321
1915243.53193;4224865.80424
1914687.20612;4225397.19888
1915002.64916;4222391.36649
1915357.49528;4221543.77539
1914652.8821;4221565.05491
1915273.88454;4222712.30527
1915275.75957;4224672.72686
1915356.66391;4222941.80751
1915537.15986;4223337.45575
1915089.5664;4222717.84504
1912910.71647;4224794.28444
1912102.14352;4226284.91697
1913197.28863;4224784.13597
1914230.0457;4222062.85488
1914859.00424;4222598.11084
1915181.49061;4222683.6129
1915375.64578;4224632.09955
1913179.17976;4222812.18542
1914718.82384;4221612.93917
1914519.27853;4223210.99286
1912789.87547;4222005.76206
1914731.70952;4222620.30485
1913421.9255;4223321.98282
1914732.87567;4222602.64604
1913111.38943;4221981.81227
1914434.86467;4223093.28969
1914214.94771;4222173.12693
1914445.04448;4222154.0644
1913822.26314;4223413.95456
1914120.78407;4221825.21065
1912538.47998;4222482.40277
1915651.45015;4225193.36394
1915045.02182;4223318.03576
1915403.39006;4223110.90772
1912941.00833;4225045.83281
1914722.72832;4225890.50039
1915077.04504;4222168.60577
1912856.5339;4222811.07859
1914229.31453;4222108.07709
1915453.56552;4224700.39398
1913696.67193;4225109.37298
1914498.37368;4223252.78963
1915500.29114;4223168.58003
1914746.24657;4221745.48863
1915361.67939;4222420.13772
1913485.67159;4225177.18824
1915212.14862;4221066.65958
1912597.95722;4223059.88951
1913384.23938;4224534.56663
1912985.19093;4223033.68866
1913464.44375;4225238.1517
1914222.24273;4222145.6355
1915287.83206;4225032.40592
1913259.56602;4222066.38639
1914740.93918;4225462.4373
1914370.18394;4224036.11012
1915235.48732;4225100.40162
1912479.14907;4223535.31747
1915546.43422;4224347.31323
1914972.89557;4224581.10334
1914158.34896;4221485.97828
1915116.16745;4222569.10558
1912957.20088;4222997.30327
1912578.5142;4224812.97464
1913592.29716;4223286.99919
1914155.18995;4223769.90489
1913889.65824;4223325.32181
1914629.21606;4222275.35446
1912644.36968;4223223.22196
1913449.31051;4225548.69782
1912499.27325;4221786.60123
1915669.79781;4225325.71023
1915047.10241;4222710.61302
1914911.49097;4222495.35323
1914424.18439;4221342.43343
1912763.67569;4222127.51561
1914108.33697;4222884.28628
1913095.989;4222932.76962
1915535.70017;4223275.17672
1915014.80316;4222878.40966
1914417.19124;4222281.96774
1914979.0407;4222308.80104
1915384.52714;4223582.86817
1912428.42215;4222591.93031
1914742.48074;4222474.78251
1914182.05271;4223762.08481
1914465.52187;4221978.42369
1913159.9962;4225824.90173
1914883.69578;4220765.14773
1914265.20734;4221596.11003
1913271.31313;4222809.64072
1914234.64249;4224911.02798
1915311.27438;4224656.03488
1914427.29625;4221368.15622
1913170.45972;4225631.97049
1913422.39308;4224461.87756
1914598.46272;4224322.38814
1915229.44381;4222907.37759
1915568.88936;4223213.25886
1914469.34101;4221946.43848
1913608.95689;4221756.52072
1914347.37388;4222555.50842
1912994.18732;4221401.78709
1914083.17936;4224013.09599
1912526.90536;4222294.17949
1915573.58895;4222959.79471
1913111.01586;4222015.24341
1915031.68893;4224463.30286
1914854.00009;4222617.90383
1914411.93617;4221404.75415
1915215.2833;4221657.59441
1915540.19936;4223271.94739
1913735.69858;4222448.40156
1914869.14683;4221794.11845
1913827.8332;4222526.77704
1915677.88698;4225252.99599
1915535.18592;4224644.32147
1912622.55939;4221731.77166
1915557.22544;4223015.72494
1913694.42282;4224632.86312
1914934.24571;4222398.8303
1913811.27097;4223650.53039
1915035.41063;4224831.70882
1914746.24856;4222479.09219
1914112.93182;4223754.26139
1913295.41793;4222786.63749
1914987.90457;4225162.18281
1912598.11533;4222005.23366
1913689.89879;4221447.77455
1914901.81018;4224497.93067
1913572.19565;4221514.60249
1913293.68594;4222739.12537
1915253.86229;4222189.80441
1913765.89073;4224632.50477
1915525.89652;4222477.06724
1912523.09686;4222506.38859
1913284.22026;4224222.75229
1913075.97313;4221982.25161
1912806.73698;4224205.65649
1913320.20736;4222336.41376
1914449.91594;4222077.56717
1912926.13777;4224796.94879
1914204.53019;4223066.04547
1913740.02425;4223491.05023
1912628.90527;4223185.14259
1913272.36858;4222637.77399
1913459.98735;4225612.18001
1914063.28284;4222894.53571
1915037.17653;4222601.46573
1914642.8558;4223595.95841
1914206.10545;4224748.60244
1913652.52513;4223207.8102
1914946.724;4225518.64392
1912641.21181;4223119.73739
1916208.35879;4223272.06984
1916187.36786;4223259.68836
1912698.32024;4222773.16598
1914217.20706;4222124.0969
1914257.43585;4222499.45183
1913122.37812;4222359.90895
1915422.50032;4224661.45313
1914632.42202;4221341.29709
1914993.45829;4225135.4277
1915069.32045;4222519.87915
1914269.43894;4224314.43955
1914964.01552;4220585.81594
1912686.86295;4223035.56246
1912750.22031;4225702.58462
1913365.36285;4222475.90757
1912921.0574;4225105.33287
1913956.3102;4221994.53962
1913331.90271;4224508.91341
1914949.12428;4223645.97653
1914819.6688;4224303.85199
1913188.27647;4224809.09284
1914655.81086;4222118.48776
1913101.78444;4223540.8244
1914198.18717;4222283.24119
1914796.95827;4222049.50727
1913199.39497;4225391.48472
1915396.81161;4221924.01705
1914648.49958;4223504.47534
1913522.13414;4223290.69284
1915646.72661;4222650.9678
1915449.22756;4222243.52599
1914533.60399;4221343.81074
1912591.85018;4222322.22781
1915036.66892;4225234.76029
1912571.82726;4222641.28198
1914102.60331;4222100.341
1915342.93586;4225117.25068
1914109.19115;4221582.07487
1915732.38851;4222559.31833
1912736.84913;4221669.88604
1914507.83703;4221590.34982
1913973.6914;4221662.53845
1913750.23493;4223186.82781
1914398.15312;4224093.03333
1912859.52633;4221445.86826
1912959.18282;4222751.57689
1914959.98048;4225285.97562
1914449.0062;4223629.28591
1913090.68072;4222093.89929
1914390.46048;4224096.80673
1914027.9726;4222862.32455
1915145.14185;4224665.43538
1914983.03079;4222026.74699
1912761.60668;4221458.94344
1915476.4469;4223617.68441
1915338.24502;4225061.20065
1915150.30504;4221512.75949
1914734.00094;4222584.86955
1912758.42392;4222772.1517
1912552.48569;4224691.71659
1915607.7421;4223215.02506
1915288.41912;4225356.65738
1914183.66104;4222182.13654
1915575.14368;4224131.16427
1914673.17123;4224590.45562
1915529.59119;4222348.7676
1913420.17909;4225327.19307
1913255.41089;4225031.63992
1914572.19004;4222332.26383
1915271.1895;4222169.75537
1914796.11253;4222045.37733
1914442.27962;4223919.0255
1915458.33297;4224667.41459
1915500.4529;4223661.28686
1914317.11413;4221394.25371
1915284.45952;4224740.23565
1914644.75067;4221716.42481
1913833.50141;4223288.87118
1913430.91257;4225585.48681
1912699.29214;4224917.21096
1913895.27234;4221375.90591
1914207.98272;4222149.50225
1912100.58204;4226314.72711
1912585.12651;4221792.43571
1912758.7926;4221676.56092
1913935.71117;4221681.45636
1915176.4489;4223122.11935
1915110.59493;4222823.94118
1914894.15262;4224492.79782
1915918.38197;4223823.8398
1915778.15534;4223496.83875
1915062.13512;4222853.76111
1915107.69419;4224948.3752
1915333.25592;4225103.706
1913008.57604;4225843.80227
1916232.44345;4223281.11732
1912563.75016;4225858.33059
1912892.97865;4224952.98569
1913019.64471;4225681.37069
1915297.14566;4224664.82046
1913925.6558;4223282.50696
1912988.28458;4223047.52383
1914446.65872;4221692.95663
1914259.68642;4224081.76461
1912495.65487;4222537.17561
1914785.96735;4222237.62333
1914771.72985;4222707.91428
1915649.94082;4224584.06571
1913755.04868;4224935.35809
1914437.36715;4222807.64507
1913529.93183;4223289.0051
1913552.82319;4222960.44089
1914904.18279;4224417.7013
1913700.93467;4223156.69192
1912907.7082;4225123.8211
1914606.10018;4223337.7659
1912832.60695;4221219.52263
1913319.31433;4223033.94288
1914478.32614;4224110.78858
1913485.43321;4225383.43574
1913437.17841;4224869.80884
1913138.452;4225851.39194
1912840.19497;4224780.04017
1915385.52527;4224703.74134
1914579.63268;4221685.43079
1913668.37394;4222597.36932
1914965.12747;4224460.07913
1913093.27797;4221893.68016
1912594.13396;4221812.46668
1913120.70809;4223561.7147
1913725.81581;4223332.95877
1912723.90734;4223623.17729
1914451.711;4221781.15906
1914189.87263;4224338.16101
1914935.17644;4225260.58108
1913704.63819;4221687.3667
1914898.11202;4221290.92614
1915728.22266;4225370.12835
1915138.10547;4224846.13429
1914487.78447;4225225.7781
1913266.12249;4222607.59932
1915221.8093;4222098.50433
1914157.3584;4222487.24092
1914876.2335;4225341.65459
1913303.74486;4222792.0838
1915512.72608;4222821.70241
1914739.74005;4222021.29746
1912485.39019;4225951.03441
1913888.05242;4223848.65647
1913193.93234;4222288.38267
1915401.01463;4224620.34894
1914210.4532;4222245.13216
1914775.05494;4222480.24646
1915021.66261;4224474.10419
1912505.43281;4222697.41619
1916086.08308;4223250.97147
1915701.44901;4225358.23591
1915000.32503;4225195.13307
1914315.43979;4222018.6174
1915307.89103;4225367.93583
1914156.71456;4224998.53962
1914469.09416;4221664.11109
1914072.56984;4221870.55898
1915157.36459;4222544.65963
1914237.07136;4221984.96259
1915107.54638;4222838.72245
1914438.81773;4222251.92345
1914250.048;4221443.37193
1914924.96689;4222663.24502
1912858.21991;4221933.94584
1914929.48808;4225246.59148
1913045.98741;4225045.83525
1913047.62264;4221566.93723
1915109.71716;4222566.69633
1912668.85117;4223917.41544
1915707.48998;4222921.04481
1912896.96441;4222684.91733
1915129.10038;4222806.34405
1913015.95;4225729.23
1912645.42104;4221913.29988
1912992.65107;4223048.46088
1914106.77665;4222615.16572
1914200.98928;4222255.83539
1914475.25732;4224059.93047
1915647.2174;4224527.86508
1915678.03664;4222411.73306
1915712.65408;4222566.38485
1913668.87637;4224730.88298
1914222.16357;4222037.60954
1912595.76389;4222114.1711
1915044.70578;4222645.94221
1913009.28648;4222382.94103
1914332.03747;4222555.91929
1912695.64289;4223090.22027
1912514.54277;4222475.64515
1915643.95227;4224209.6402
1914970.44318;4225569.53063
1912604.29343;4221468.30885
1913676.99236;4225103.12429
1913008.91737;4222705.06679
1913084.90186;4222367.76196
1914715.12484;4224930.44073
1913180.95695;4225259.29634
1915061.47695;4221436.63641
1913493.02763;4225180.7825
1913267.79646;4225201.21475
1915591.45161;4223622.27662
1912726.70462;4223061.64567
1914218.7229;4221968.36636
1912458.73895;4225964.05013
1913123.22213;4222040.34984
1915656.40118;4222537.22561
1913939.98178;4221663.7685
1913096.95465;4221985.59243
1913190.84507;4225091.14891
1915058.84186;4222490.48016
1915735.47991;4222575.24624
1913160.55145;4222224.00685
1915149.41128;4221485.76013
1915441.56721;4223079.78105
1913023.8234;4222807.26446
1914664.04289;4222422.28345
1913571.12645;4222969.68079
1912396.81949;4221730.0382
1915319.60256;4225436.85805
1913570.39998;4223080.9513
1913550.53618;4225169.50238
1913787.54051;4223166.91852
1912410.31685;4222158.68657
1913624.37619;4221637.14534
1915332.19982;4221743.5643
1914280.04587;4224474.40735
1913944.14224;4224526.33681
1915768.63378;4223504.58842
1915163.59867;4224930.45788
1914699.3221;4224164.24114
1914856.07359;4222175.39605
1913221.24968;4225660.22962
1914976.63524;4224554.9512
1913157.64525;4222732.06911
1915042.2352;4222526.31303
1915459.45837;4224688.92108
1913416.0441;4224592.25019
1913679.07373;4222456.92144
1914506.34919;4222115.21593
1914117.58932;4224218.0573
1913866.73503;4223286.0596
1913599.27859;4223275.20402
1912466.79472;4222497.97672
1913617.03642;4221640.47059
1914375.20539;4224127.53189
1913881.10277;4223199.40233
1914973.98575;4222663.38486
1913805.8115;4224819.0119
1913297.53389;4222760.46205
1912935.10256;4224838.94377
1913916.32284;4223326.2542
1913761.78191;4221372.74309
1915658.90748;4224193.55466
1913023.90411;4221412.21743
1915713.05553;4223570.29966
1913745.68399;4224717.45573
1913349.98075;4223056.32347
1912469.91452;4223646.37429
1913971.83462;4224216.23439
1913695.33517;4225155.03627
1913700.72553;4224920.84541
1912506.60968;4222713.77151
1915365.85501;4225715.87031
1915086.00485;4222470.83516
1915127.04332;4223160.71993
1913767.72512;4221417.96251
1913133.43274;4224402.26759
1913789.38856;4223541.41932
1915627.69012;4225305.94558
1913233.73127;4225497.07411
1912613.8219;4221959.96247
1913282.40494;4223623.51156
1914001.66883;4223721.48868
1912905.61662;4224789.78697
1915285.9877;4223989.57829
1916024.86843;4223185.07143
1913327.24261;4222374.15954
1914873.49206;4222724.15551
1913477.14115;4224765.44159
1912447.74744;4224137.47621
1912981.55302;4223047.2035
1913596.77805;4221649.26699
1912606.16456;4223251.1452
1913870.80987;4223679.20643
1915279.26628;4223215.2007
1914217.87804;4222115.64499
1914774.44663;4222477.43258
1914229.00161;4222073.33558
1915639.45603;4223508.93967
1914793.01545;4221728.80886
1915004.15634;4222675.94668
1913816.10195;4225169.91446
1912591.95904;4222332.71583
1914959.41069;4224602.67562
1913605.13819;4221496.85667
1912825.31622;4222834.88351
1913180.10379;4225878.11328
1914070.13021;4222823.7761
1914589.88546;4221721.51552
1912747.45901;4221759.93408
1915293.20668;4223962.56091
1915304.49296;4223969.97536
1912739.99559;4223562.3182
1914913.64468;4222497.34682
1916169.70776;4223265.91754
1914527.76407;4221863.52743
1913720.98258;4222450.54999
1916245.46281;4223286.88577
1913131.51315;4223604.73154
1914694.31215;4222917.70189
1912888.64098;4222715.57151
1915619.61704;4224620.65077
1915516.94359;4222625.60911
1914028.67716;4221709.62243
1915444.43937;4223334.6149
1914948.85012;4224421.54945
1914230.66678;4221915.59633
1915611.69307;4224139.9686
1914988.61175;4220533.80654
1913536.96639;4225273.04124
1915388.0456;4224595.11397
1915027.33357;4225179.31695
1915228.45269;4222897.62813
1914541.87124;4221833.23454
1915568.77759;4222978.87557
1915561.85956;4223193.34525
1915517.66613;4223284.31522
1914153.20589;4221556.05789
1914575.33334;4223242.81348
1915587.12094;4223556.88655
1913174.27951;4223574.25736
1914796.61807;4223944.88387
1914885.63882;4222980.72231
1914405.61669;4221396.04587
1912530.10725;4221689.2499
1915452.25351;4224615.79004
1916079.30808;4223216.15244
1914897.12063;4225916.47428
1913027.65937;4221183.27492
1913779.34298;4223922.68543
1912673.83148;4222216.06183
1915259.7617;4224677.00459
1915348.47819;4225378.82481
1915277.74611;4222917.81439
1914097.07847;4222004.21708
1913769.72685;4224888.79508
1915278.99774;4223142.98581
1913723.48143;4222814.7807
1915274.77271;4224743.01913
1915546.97402;4225020.98294
1914113.4436;4222817.63811
1913438.83401;4225576.90826
1915537.62047;4222403.79198
1915719.23921;4225368.50816
1914424.56577;4222814.11233
1914518.67017;4221421.16367
1914364.22655;4224617.13596
1914483.527;4221690.13875
1914112.54611;4223091.95501
1912597.05616;4221693.74178
1913002.02915;4225212.98821
1913410.67251;4224390.43897
1915124.72845;4223166.68666
1915311.1246;4224796.29789
1913549.25654;4225226.72428
1915240.10844;4221068.41923
1915330.60728;4225073.72144
1913185.37864;4222795.1177
1913375.1167;4223605.14516
1915636.20417;4222967.12389
1915518.26248;4223167.36228
1913668.77661;4222573.78891
1915235.33795;4225037.17127
1914426.50713;4224080.75158
1914418.98766;4221399.9063
1914356.40108;4222103.28491
1914335.60419;4222094.86871
1913957.30106;4221710.3842
1912831.77251;4221222.38357
1914150.26682;4221472.31906
1915338.40426;4221400.86373
1914826.92481;4222261.62309
1915216.79635;4224876.76773
1915291.73023;4223182.92964
1914611.2976;4223987.93403
1913909.04604;4221718.2362
1913136.40937;4221586.44028
1915557.67592;4222460.47923
1915032.81176;4222573.34266
1915354.31134;4223487.47703
1912854.42251;4223204.1046
1914342.48573;4222095.71888
1915640.1775;4224227.08635
1914249.01901;4224913.34562
1914913.50133;4221752.86051
1914765.16264;4224051.40815
1912897.19876;4225483.45752
1915543.43979;4223238.05466
1914946.09098;4224496.14705
1912504.57765;4223713.86583
1913230.64985;4225571.30948
1915574.99282;4224604.15192
1915005.72281;4225392.97029
1913469.75171;4225638.87142
1915225.45841;4225839.64103
1915242.71651;4223145.80218
1913874.22735;4223265.7136
1912591.40596;4222272.86162
1915148.82721;4224511.82545
1913421.19858;4224447.95815
1913617.66779;4222453.37661
1914468.40656;4224320.50605
1912567.06168;4221823.40722
1913717.49143;4224839.86112
1912709.84463;4223560.6122
1913715.14521;4223340.20688
1914530.44957;4223211.54872
1912617.25447;4223245.80006
1914578.18586;4224179.94195
1914995.51065;4225246.24029
1913020.48271;4221384.1812
1912367.58772;4222213.13602
1915348.70793;4224663.13213
1915673.15517;4223126.85872
1913239.8787;4223045.8636
1912405.02238;4222190.04594
1913618.51635;4222990.58036
1914148.6945;4224476.2305
1914762.09892;4222407.72453
1912379.53669;4221879.48586
1913625.77467;4223311.44741
1914681.50195;4224092.7203
1913377.6954;4225352.54956
1915932.57011;4223643.65745
1913767.15627;4224721.72589
1915035.8536;4222603.69305
1915622.4205;4224008.69198
1914673.66842;4222086.14659
1914818.20376;4222310.30388
1913399.54478;4225602.37969
1914214.96768;4222158.41534
1915433.03886;4223020.75775
1914811.21547;4220569.12739
1912577.4594;4222505.50673
1914892.0006;4221532.83599
1914272.84538;4221307.95414
1915630.64177;4225315.80225
1912377.27356;4222333.73081
1913425.61134;4225593.7417
1912968.93866;4225660.17876
1914710.76664;4225847.28081
1912599.89003;4223206.55744
1912922.14268;4224667.90688
1914600.08784;4221731.81491
1913425.86674;4224439.81399
1913339.58012;4222306.86819
1913666.13259;4224716.89359
1912685.84128;4223165.49724
1915276.34105;4224627.02978
1914215.98113;4224765.49623
1914746.70938;4223853.70943
1914876.06624;4221797.08054
1912306.18051;4226164.7756
1913027.99469;4225681.93777
1912516.18943;4222506.34856
1913670.62392;4222544.1983
1913949.98116;4222672.49961
1914857.92655;4222294.25806
1913077.47742;4225544.9432
1912760.56071;4223580.23847
1912536.58974;4222194.13869
1912991.39296;4221426.42844
1914737.27239;4222863.10103
1915334.67583;4224873.59376
1914526.18837;4221865.64478
1914987.75316;4222028.4713
1914536.63962;4223269.71374
1913128.21668;4222100.48466
1915629.49058;4224255.52351
1914033.46508;4224354.39309
1915321.25274;4225441.46172
1913565.43483;4221518.37293
1913701.74984;4225227.42255
1915359.84518;4223313.31906
1913376.27895;4225479.35422
1914914.45475;4222244.38862
1912784.18498;4221464.00604
1915303.27134;4223026.35043
1915642.27336;4222755.99877
1914230.70824;4222023.42322
1914277.80974;4221601.31509
1916011.15938;4223179.77448
1913022.10821;4225141.67159
1914215.90426;4222012.47371
1915652.43557;4225388.33631
1914060.93986;4223736.71475
1913014.98654;4221501.33227
1915666.46774;4223035.99977
1913337.96798;4223100.63569
1914573.28903;4224274.62188
1915284.85417;4225342.95136
1913267.84974;4223070.2286
1915366.11025;4225206.62832
1914066.54255;4221721.82152
1913534.06086;4225002.76783
1913292.85705;4222774.1047
1914990.257;4225574.25215
1914829.84783;4223842.95571
1912474.67657;4225980.16484
1915192.18574;4222171.93895
1913680.32031;4224108.71371
1915240.69473;4223057.68724
1915437.07283;4223600.63025
1914629.41957;4224611.30551
1914325.6392;4224035.37509
1914784.15096;4221991.54586
1913163.96215;4224875.12099
1914782.38638;4225453.48681
1915577.1058;4225166.44375
1913380.80005;4225482.24088
1915160.66205;4224532.10716
1912930.34744;4224824.53622
1913967.83077;4221629.50282
1915291.45265;4224627.50615
1914535.35799;4221610.35474
1914441.16818;4224665.40094
1915421.54774;4224609.79972
1914223.16973;4223791.39834
1915243.17681;4224087.92076
1914985.85557;4222602.3424
1912611.21635;4223121.16287
1913644.67296;4224806.93096
1912775.89807;4221856.81455
1914218.21645;4222212.43339
1912671.69471;4221907.2832
1915126.00257;4225000.05138
1914625.9054;4224595.62613
1914878.51713;4222924.26345
1913824.80883;4223245.8114
1912747.29841;4225719.58475
1915715.92235;4224593.6212
1913022.7041;4221581.33117
1915150.22875;4222822.45345
1915001.80512;4225132.75727
1913484.64366;4224188.77296
1912588.01942;4221826.11026
1915051.64386;4225504.3767
1914383.96298;4221798.93648
1914935.71843;4222748.87287
1914159.97286;4221608.98127
1913840.8835;4223279.3118
1915723.38799;4222516.50069
1915385.40605;4224575.02913
1914351.68;4223393.01
1912479.27889;4222380.41323
1913696.55822;4221477.0713
1914871.31713;4222337.14268
1912767.93933;4222063.35674
1914385.66995;4224096.38679
1915623.8781;4223089.23889
1912087.75895;4226332.42392
1914393.49804;4221303.61745
1915644.15521;4224504.88974
1914748.91763;4224260.66995
1914625.17424;4222116.56729
1913748.13325;4223282.34385
1912376.45002;4222452.90378
1914768.82864;4222403.54534
1913542.55758;4223041.33589
1914461.78867;4224319.20895
1913444.70949;4224888.75008
1913181.49136;4223589.25642
1914293.77458;4224106.3926
1915735.11783;4222672.42431
1914216.78015;4222135.70536
1914020.78993;4222719.00876
1914846.97438;4222442.964
1912935.99797;4225225.80139
1914410.97772;4224187.00613
1914483.55009;4221986.06832
1913982.95787;4222419.95837
1915736.99374;4222681.22923
1915132.36519;4223162.38974
1913221.09239;4225079.62612
1914191.78321;4223766.31017
1914265.6487;4224082.17074
1913765.08185;4221510.1994
1912932.81789;4222988.64765
1914913.25154;4221359.46296
1914124.51099;4222641.86446
1915588.90809;4223529.83267
1915352.43492;4225321.78663
1915564.63656;4225184.73416
1912577.44467;4223683.02265
1912813.64608;4224213.6346
1913558.29053;4222412.84763
1914302.09074;4224147.25505
1915402.09398;4222605.10354
1915336.0221;4225072.52673
1914750.13898;4223837.74547
1913264.04123;4224347.15169
1915661.30585;4224444.57281
1914553.60281;4221905.48946
1912672.54484;4223111.36264
1913176.30043;4224841.86008
1912612.62796;4221882.29998
1913111.94934;4221985.12462
1915665.70178;4222528.02194
1915000.42175;4222172.22133
1913668.20621;4223460.95469
1913570.71734;4223064.39153
1912525.47575;4222507.34359
1916022.79434;4223428.64139
1914495.09811;4221792.13166
1912717.1948;4221953.41155
1913133.75503;4222840.18993
1913140.27348;4225846.70279
1914179.86615;4221335.68126
1914391.28028;4224126.86412
1913527.38201;4225293.57089
1914801.77773;4220673.60428
1915687.16697;4223515.47039
1913674.55714;4224758.32074
1912740.39211;4225712.76699
1914731.18084;4223440.98298
1914138.26963;4222102.43659
1915258.69294;4225193.93349
1914435.69607;4224235.11578
1914755.61459;4224249.00398
1915263.81077;4222252.85371
1915605.48978;4222457.53122
1914208.36721;4222140.79332
1912593.23701;4221409.83538
1912710.0775;4223552.48637
1915521.33567;4222480.87109
1913352.38879;4222354.65258
1912641.86023;4222887.6436
1913339.1424;4224187.68662
1916091.15608;4223220.33731
1915503.22575;4222827.39459
1914975.8337;4222766.6925
1913479.28095;4225172.86581
1912621.63525;4223181.02774
1915477.73661;4223563.58967
1913924.56553;4223276.20087
1914989.65717;4223933.88251
1912541.34895;4225895.1642
1912858.27274;4225652.47109
1914959.4368;4222305.42677
1912592.72871;4222690.89021
1912679.85277;4221698.82333
1915081.92483;4225043.13791
1913254.37616;4223050.36941
1915663.07282;4224608.18801
1914224.5685;4222156.66663
1914773.6467;4222480.37448
1915041.6284;4224751.5344
1914385.95052;4223635.83554
1915011.31313;4222666.32395
1914342.31722;4224187.61957
1915591.92038;4222873.65193
1912554.10037;4223733.69202
1915429.49019;4223186.85684
1914854.50919;4222350.57755
1912613.01178;4221912.59777
1915014.58568;4222881.4299
1912679.55773;4223083.94297
1915341.78969;4222683.25012
1914712.32429;4222482.75581
1914360.2159;4221962.05321
1915748.91411;4223068.85753
1915735.51979;4222898.99513
1912830.53034;4223575.80167
1912597.89045;4223117.49353
1913269.84744;4223616.04886
1914959.79752;4224537.0483
1913713.30694;4223326.13979
1912793.47034;4221733.87481
1912467.38112;4222164.7206
1914306.02619;4221385.04552
1914767.83323;4222478.0664
1915302.16936;4222137.50805
1914658.51361;4221343.13074
1914647.59338;4223869.83467
1913691.09709;4224713.99524
1915847.97387;4223122.80733
1914240.76793;4221904.60658
